id,type,score,display_name,requirement,中文显示
WEATHERED_COPPER_CHEST,block,1,,,锈蚀的铜箱子
WEATHERED_COPPER_DOOR,block,1,,,锈蚀的铜门
WEATHERED_COPPER_GOLEM_STATUE,block,1,,,锈蚀的铜傀儡像
WEATHERED_COPPER_GRATE,block,1,,,锈蚀的铜格栅
WEATHERED_COPPER_LANTERN,block,1,,,锈蚀的铜灯笼
WEATHERED_COPPER_TRAPDOOR,block,1,,,锈蚀的铜活板门
WEATHERED_CUT_COPPER,block,1,,,锈蚀的切制铜块
WEATHERED_CUT_COPPER_SLAB,block,1,,,锈蚀的切制铜台阶
WEATHERED_CUT_COPPER_STAIRS,block,1,,,锈蚀的切制铜楼梯
WEATHERED_LIGHTNING_ROD,block,1,,,锈蚀的避雷针
COLLECT_ALL_COPPER_VARIANTS,goal,20,Collect All Waxable Copper Variants,"item:CHISELED_COPPER,COPPER_BARS,COPPER_BLOCK,COPPER_BULB,COPPER_CHAIN,COPPER_CHEST,COPPER_DOOR,COPPER_GOLEM_STATUE,COPPER_GRATE,COPPER_LANTERN,COPPER_TRAPDOOR,CUT_COPPER,CUT_COPPER_SLAB,CUT_COPPER_STAIRS,EXPOSED_CHISELED_COPPER,EXPOSED_COPPER,EXPOSED_COPPER_BARS,EXPOSED_COPPER_BULB,EXPOSED_COPPER_CHAIN,EXPOSED_COPPER_CHEST,EXPOSED_COPPER_DOOR,EXPOSED_COPPER_GOLEM_STATUE,EXPOSED_COPPER_GRATE,EXPOSED_COPPER_LANTERN,EXPOSED_COPPER_TRAPDOOR,EXPOSED_CUT_COPPER,EXPOSED_CUT_COPPER_SLAB,EXPOSED_CUT_COPPER_STAIRS,EXPOSED_LIGHTNING_ROD,LIGHTNING_ROD,OXIDIZED_CHISELED_COPPER,OXIDIZED_COPPER,OXIDIZED_COPPER_BARS,OXIDIZED_COPPER_BULB,OXIDIZED_COPPER_CHAIN,OXIDIZED_COPPER_CHEST,OXIDIZED_COPPER_DOOR,OXIDIZED_COPPER_GOLEM_STATUE,OXIDIZED_COPPER_GRATE,OXIDIZED_COPPER_LANTERN,OXIDIZED_COPPER_TRAPDOOR,OXIDIZED_CUT_COPPER,OXIDIZED_CUT_COPPER_SLAB,OXIDIZED_CUT_COPPER_STAIRS,OXIDIZED_LIGHTNING_ROD,WAXED_CHISELED_COPPER,WAXED_COPPER_BARS,WAXED_COPPER_BLOCK,WAXED_COPPER_BULB,WAXED_COPPER_CHAIN,WAXED_COPPER_CHEST,WAXED_COPPER_DOOR,WAXED_COPPER_GOLEM_STATUE,WAXED_COPPER_GRATE,WAXED_COPPER_LANTERN,WAXED_COPPER_TRAPDOOR,WAXED_CUT_COPPER,WAXED_CUT_COPPER_SLAB,WAXED_CUT_COPPER_STAIRS,WAXED_EXPOSED_CHISELED_COPPER,WAXED_EXPOSED_COPPER,WAXED_EXPOSED_COPPER_BARS,WAXED_EXPOSED_COPPER_BULB,WAXED_EXPOSED_COPPER_CHAIN,WAXED_EXPOSED_COPPER_CHEST,WAXED_EXPOSED_COPPER_DOOR,WAXED_EXPOSED_COPPER_GOLEM_STATUE,WAXED_EXPOSED_COPPER_GRATE,WAXED_EXPOSED_COPPER_LANTERN,WAXED_EXPOSED_COPPER_TRAPDOOR,WAXED_EXPOSED_CUT_COPPER,WAXED_EXPOSED_CUT_COPPER_SLAB,WAXED_EXPOSED_CUT_COPPER_STAIRS,WAXED_EXPOSED_LIGHTNING_ROD,WAXED_LIGHTNING_ROD,WAXED_OXIDIZED_CHISELED_COPPER,WAXED_OXIDIZED_COPPER,WAXED_OXIDIZED_COPPER_BARS,WAXED_OXIDIZED_COPPER_BULB,WAXED_OXIDIZED_COPPER_CHAIN,WAXED_OXIDIZED_COPPER_CHEST,WAXED_OXIDIZED_COPPER_DOOR,WAXED_OXIDIZED_COPPER_GOLEM_STATUE,WAXED_OXIDIZED_COPPER_GRATE,WAXED_OXIDIZED_COPPER_LANTERN,WAXED_OXIDIZED_COPPER_TRAPDOOR,WAXED_OXIDIZED_CUT_COPPER,WAXED_OXIDIZED_CUT_COPPER_SLAB,WAXED_OXIDIZED_CUT_COPPER_STAIRS,WAXED_OXIDIZED_LIGHTNING_ROD,WAXED_WEATHERED_CHISELED_COPPER,WAXED_WEATHERED_COPPER,WAXED_WEATHERED_COPPER_BARS,WAXED_WEATHERED_COPPER_BULB,WAXED_WEATHERED_COPPER_CHAIN,WAXED_WEATHERED_COPPER_CHEST,WAXED_WEATHERED_COPPER_DOOR,WAXED_WEATHERED_COPPER_GOLEM_STATUE,WAXED_WEATHERED_COPPER_GRATE,WAXED_WEATHERED_COPPER_LANTERN,WAXED_WEATHERED_COPPER_TRAPDOOR,WAXED_WEATHERED_CUT_COPPER,WAXED_WEATHERED_CUT_COPPER_SLAB,WAXED_WEATHERED_CUT_COPPER_STAIRS,WAXED_WEATHERED_LIGHTNING_ROD,WEATHERED_CHISELED_COPPER,WEATHERED_COPPER,WEATHERED_COPPER_BARS,WEATHERED_COPPER_BULB,WEATHERED_COPPER_CHAIN,WEATHERED_COPPER_CHEST,WEATHERED_COPPER_DOOR,WEATHERED_COPPER_GOLEM_STATUE,WEATHERED_COPPER_GRATE,WEATHERED_COPPER_LANTERN,WEATHERED_COPPER_TRAPDOOR,WEATHERED_CUT_COPPER,WEATHERED_CUT_COPPER_SLAB,WEATHERED_CUT_COPPER_STAIRS,WEATHERED_LIGHTNING_ROD",获得所有可被涂蜡的方块的全部变种
OBTAIN_ANY_NAUTILUS_ARMOR,goal,2,Obtain any Nautilus Armor,"item-unique:1:IRON_NAUTILUS_ARMOR,GOLDEN_NAUTILUS_ARMOR,DIAMOND_NAUTILUS_ARMOR,NETHERITE_NAUTILUS_ARMOR,COPPER_NAUTILUS_ARMOR",获得任一一种鹦鹉螺铠甲
